"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data PublicaçãoDOU";"Data Abertura";"Valor Licitação"
"000022019";"20881001909201802";"Objeto: Aquisição de 500 (quinhentos) copos descartáveis para atender as necessidades da UE/BA";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114617";"UNIDADE ESTADUAL DO IBGE NA BAHIA";"SALVADOR";"01/01/1900";"";"1480,00"
"000012019";"25385100001201925";"Objeto: Serviço de ensaio de proficiência de elementos nutricionais no teste de cereais matinais - embalagem com 50g - Marca: FAPAS";"Dispensa de Licitação";"Encerrado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254448";"INSTITUTO NAC. DE CONTROLE E QUALID. EM SAUDE";"RIO DE JANEIRO";"01/01/1900";"";"1977,55"
"002082018";"23117068861201811";"Objeto: Pregão Eletrônico -  Ônibus Rodoviário, Veículos Sedan E Micro Ônibus";"Pregão - Registro de Preço";"Evento de Suspensão Publicado";"26000";"Ministério da Educação";"26274";"Fundação Universidade Federal de Uberlândia";"154043";"FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"UBERLANDIA";"02/01/2019";"07/03/2019";"0,00"
"100242019";"4105-516/2017";"Objeto: Pregão Eletrônico -  A presente licitação objetiva o registro de preços para a AQUISIÇÃO DE MEDICAMENTOS (11) - PLS Nº 011/2017   EXCLUSIVA A ME E EPP";"Pregão - Registro de Preço";"Evento de Revogação Divulgado";"99900";"República Federativa do Brasil";"94720";"Estado das Alagoas";"925998";"AGENCIA DE MODERNIZACAO DA GEST. DE PROCESSOS";"Inválido";"01/01/1900";"";"0,00"
"008002019";"800/2019";"Objeto: Pagamento de ART referente desempenho para cargo/função, atinente ao 2ºTen(RM2-EN) 18.0906.72 - ÍTALO GUSMÃO DA SILVA - CREA-RJ Nº2018111551.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"746000";"DIRETORIA DE OBRAS CIVIS DA MARINHA";"RIO DE JANEIRO";"01/01/1900";"";"85,96"
"004622018";"50617001234201831";"Objeto: Pregão Eletrônico -  Contratação de empresa para execução de serviços referentes ao Plano Anual de Trabalho e Orçamento (P.A.T.O.) na rodovia BR-342/ES - segmentos pavimentados, a cargo do DNIT, sob a coordenação da Superintendência Regional do DNIT no Estado do Espírito Santo, segundo as condições e especificações previstas no Termo de Referência.";"Pregão";"Evento de Resultado de Julgame";"39000";"Ministério dos Transportes, Portos e Aviação ";"39252";"Departamento Nacional de Infraestrutura de Tr";"393018";"SUPERINTENDENCIA REG. NO ESTADO ES - DNIT";"VITORIA";"02/01/2019";"14/02/2019";"0,00"
"000542018";"48610011828201879";"Objeto: Pregão Eletrônico -  Registro de Preços de materiais de higiene (sabão líquido, papel toalha, protetor de assento, papel higiênico, coletor de absorvente e álcool em gel) e copos plásticos descartáveis, conforme condições, quantidades e exigências estabelecidas no Termo de Referência.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"32000";"Ministério de Minas e Energia";"32205";"Agência Nacional do Petróleo, Gás Natural e B";"323031";"ESCRITORIO CENTRAL DA ANP";"RIO DE JANEIRO";"04/01/2019";"16/01/2019";"1457,92"
"000012019";"01/2019";"Objeto: Serviços gráficos e editoriais (confecção de placas em acrílico).";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160375";"27 GRUPO DE ARTILHARIA DE CAMPANHA";"IJUI";"01/01/1900";"";"2250,00"
"000012019";"PE.CSAQ.A.00001";"Objeto: Pregão Eletrônico -  Contratação do direito de uso de softwares ADOBE, na modalidade SaaS";"Pregão";"Evento de Alteração Divulgado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"926137";"GER. DE CENTRO DE SER.COMP.ESCRITÓRIOCENTRAL";"Inválido";"01/01/1900";"24/01/2019";"0,00"
"005652018";"23080067588201871";"Objeto: Pregão Eletrônico -  Registro de Preços para aquisição de matérias-primas e embalagens.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26246";"Universidade Federal de Santa Catarina";"150232";"HOSPITAL UNIVERSITáRIO - UFSC";"FLORIANOPOLIS";"09/01/2019";"28/01/2019";"0,00"
"000022019";"47774000060201953";"Objeto: Aquisição de água mineral, natural, potável, sem gás, acondicionada em garrafão com capacidade de 20 litros, fornecido em regime de comodato e fabricado em material em policarbonato, higiênico, atóxico e reciclável, com tampa e lacre intactos e com rótulo que contenha as informações sobre o produto (data de validade, nome da fonte), para atender a demanda da Gerencia Regional do Trabalho em Sete Lagoas/MG, no ano de 2019. O fornecimento deverá ser semanal.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"38901";"Fundo de Amparo ao Trabalhador";"380941";"SUPERINTENDÊNCIA REGIONAL DO TRABALHO/MG";"BELO HORIZONTE";"01/01/1900";"";"2246,40"
"000052019";"052019";"Objeto: Seguro Obrigatório fornecida por uma única empresa no estado do Rio de Janeiro";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"740000";"DIRETORIA-GERAL DO MATERIAL DA MARINHA";"RIO DE JANEIRO";"01/01/1900";"";"122,51"
"000012019";"23775000003201904";"Objeto: Fornecimento de energia elétrica e taxa de iluminação pública.";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26201";"Colégio Pedro II";"155624";"COLEGIO PEDRO II - CAMPUS HUMAITA I";"RIO DE JANEIRO";"30/01/2019";"";"180000,00"
"000012019";"16011720003201992";"Objeto: Contratação de pessoa jurídica especializada para prestação de serviços de monitoramento eletrônico do sistema de alarme instalado na Agência da Receita Federal do Brasil em Votuporanga/SP, 24 horas por dia, ininterruptamente, inclusive sábados, domingos e feriados.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170139";"DELEGACIA DA RFB EM S.JOSE DO RIO PRETO";"SAO JOSE DO RIO PRETO";"01/01/1900";"";"770,00"
"000022019";"01400.000987/2019";"Objeto: Contratação de empresa CEMIG DISTRIBUIÇÃO S.A, CNPJ sob o nº 06.981.180/0001-16, para prestação de serviços públicos de fornecimento de energia elétrica, para atender a Representação Regional do Ministério da Cultura no Estado de Minas Gerais.";"Dispensa de Licitação";"Encerrado";"55000";"Ministério da Cidadania";"55000";"Ministério da Cidadania - Unidades com víncul";"420001";"COORD.GERAL DE EXEC. ORCAMENTARIA E FINANCEIR";"BRASILIA";"01/01/1900";"";"6303,00"
"000342018";"63401003063201852";"Objeto: Pregão Eletrônico -  Meterias de Relações Publica.";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"788820";"CENTRO DE INTENDENCIA DA MARINHA EM MANAUS";"MANAUS";"29/01/2019";"12/02/2019";"7319,94"
"004992018";"2018/0002810-0";"Objeto: Pregão Eletrônico -  Registro DE PREÇOS DE DRENO CIRÚRGICO DE SILICONE PLANO, DRENO CIRÚRGICO DE SILICONE CIRCULAR E RESERVATÓRIO COLETOR TIPO PÊRA PARA DRENO ABDOMINAL PARA USO NAS UNIDADES DA AUTARQUIA HOSPITALAR MUNICIPAL.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95420";"Estado de São Paulo";"925104";"PMSP - AUTARQUIA HOSPITALAR MUNICIPAL";"Inválido";"01/01/1900";"08/02/2019";"0,00"
"000012019";"46224000134201915";"Objeto: Compra de água mineral armazenada em garrafões de 20 litros.  ITEM 01 - JOÃO PESSOA/PB  ITEM 02 - CAMPINA GRANDE/PB";"Dispensa de Licitação";"Encerrado";"38000";"Ministério do Trabalho e Emprego";"38000";"Ministério do Trabalho e Emprego - Unidades c";"380045";"SUPERINT REG DO TRAB E EMPREGO/PB";"JOAO PESSOA";"01/01/1900";"";"7428,00"
"000172019";"23108002388/19-07";"Objeto: Retificação SIASGNet nº 12/2019";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155019";"EBSERH HUJM-UFMT";"CUIABA";"01/01/1900";"";"850,00"
"000122018";"64494011057201840";"Objeto: Pregão Eletrônico -  Registro de preços para futura e eventual contratação de empresa para confecção e entrega de refeição tipo almoço para atender os alunos dos ensinos fundamental e médio do Colégio Militar de Salvador";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160525";"ESCOLA DE FORMACÃO COMPLEMENTAR DO EXERCITO";"SALVADOR";"15/01/2019";"25/01/2019";"397972,50"
"000092019";"64594012649201770";"Objeto: Prestação de serviços médicos na especialidade de CIRURGIA GERAL E GASTROENTEROLOGISTA";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160416";"HOSPITAL GERAL DE SANTA MARIA";"SANTA MARIA";"04/02/2019";"";"1000000,00"
"000042019";"72100002682201813";"Objeto: Contratação de seguro predial.";"Dispensa de Licitação";"Encerrado";"54000";"Ministério do Turismo";"20604";"Instituto Brasileiro de Turismo";"185001";"INSTITUTO BRASILEIRO DE TURISMO";"BRASILIA";"01/01/1900";"";"4200,00"
"000012019";"23115037130201843";"Objeto: Pregão Eletrônico -  Aquisição de material laboratorial para o Biotério Central e Coordenação do Curso de Engenharia Química/CCET DESTA UFMA.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26272";"Fundação Universidade do Maranhão";"154041";"FUNDACAO UNIVERSIDADE DO MARANHAO";"SAO LUIS";"16/01/2019";"30/01/2019";"649,80"
"000032019";"2018/479";"Objeto: Pregão Eletrônico -  Contratação de serviços de manutenção e reforma de 05 (cinco) plataformas metálicas de apoio de condensadores de equipamentos de climatização, fixadas na estrutura de concreto armado pela parte externa posterior do Ed. Sede do Banco, localizado na Av. Presidente Vargas nº. 800, em Belém PA";"Pregão";"Publicado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"179007";"BANCO DA AMAZONIA S/A";"BELEM";"29/01/2019";"11/02/2019";"0,00"
"000112019";"23108002922/19-77";"Objeto: Serviço de tomografia de tórax e abdome total com contraste e sedação para paciente Eusimar Adriana da Silva Domingues.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155019";"EBSERH HUJM-UFMT";"CUIABA";"01/01/1900";"";"710,52"
"001562018";"23292057208201852";"Objeto: Pregão Eletrônico -  Serviço de Limpeza para o Câmpus Araranguá do IFSC";"Pregão";"Publicado";"26000";"Ministério da Educação";"26438";"Instituto Federal de Educação, Ciência e Tecn";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"FLORIANOPOLIS";"16/01/2019";"28/01/2019";"0,00"
"000872018";"23090046579201828";"Objeto: Pregão Eletrônico -  Aquisição de Equipamentos Gerais";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26263";"Universidade Federal de Lavras";"153032";"UNIVERSIDADE FEDERAL DE LAVRAS";"LAVRAS";"21/01/2019";"31/01/2019";"0,00"
"000012019";"63438007522201850";"Objeto: Pregão Eletrônico -  A presente licitação tem por objeto a contratação de serviços de um Centro de Dados Alternativo (CD Alternativo) com recursos de hardware, rede de teleprocessamento e infraestrutura que assegurem a continuidade do processamento dos sistemas que efetivam o pagamento de pessoal  da MARINHA, em caso de desastre nas instalações onde são albergadas.";"Pregão";"Evento de Adiamento Publicado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"773200";"PAGADORIA DE PESSOAL DA MARINHA - PAPEM-PAIS";"RIO DE JANEIRO";"22/01/2019";"12/02/2019";"0,00"
"000262019";"6018.201800635251";"Objeto: Pregão Eletrônico -  ATA de REGISTRO DE PREÇOS PARA O FORNECIMENTO DE ANTIDIABÉTICO, SULFAMÍDICO E MODULADOR IMUNOLÓGICO";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95420";"Estado de São Paulo";"925003";"PMSP - SECRETARIA MUNICIPAL DE SAÚDE";"Inválido";"01/01/1900";"31/01/2019";"0,00"
"000012018";"64594001604201851";"Objeto: Prestação de serviço na especialidade de oftalmologia";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160416";"HOSPITAL GERAL DE SANTA MARIA";"SANTA MARIA";"31/01/2019";"";"10000000,00"
"000992018";"218";"Objeto: Pregão Eletrônico -  Registro de preços para materiais elétricos.";"Pregão - Registro de Preço";"Evento de Alteração Divulgado";"99900";"República Federativa do Brasil";"95420";"Estado de São Paulo";"926641";"SERVIÇO AUTONOMO DE ÁGUA E ESGOTO DE JACAREI";"Inválido";"01/01/1900";"05/02/2019";"0,00"
"000082019";"7003273-39.2018.8";"Objeto: Pregão Eletrônico -  REGISTRO DE PREÇOS para eventual fornecimento de disjuntores e fusíveis, conforme especificações constantes do Anexo II deste Edital.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95220";"Estado do Espírito Santo";"925968";"TRIBUNAL DE JUSTIÇA DO EST. ESPIRITO SANTO";"Inválido";"01/01/1900";"31/01/2019";"0,00"
"000292019";"23069077086201998";"Objeto: Aquisição de Jalecos, tamanhos: P, M, G e GG.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26236";"Universidade Federal Fluminense";"153057";"HOSPITAL UNIVERSITARIO ANTONIO PEDRO";"NITEROI";"01/01/1900";"";"576,00"
"000022017";"63398000433201715";"Objeto: Prestação de serviço de fornecimento de bilhetes de passagens rodoviárias, para transporte de militares e servidores civis, e respectivos dependentes, com fins administrativos e hospitalares.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"791181";"CENTRO DE INTEND. DA MARINHA EM S.PEDRO DA AL";"SAO PEDRO DA ALDEIA";"28/01/2019";"";"20937,96"
"000032019";"64278001178201919";"Objeto: Revisão de manutenção dos 60.000 Km da Viatura Pick-up (CPD7918) Ford Ranger Placa OFD-9551";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160176";"COMANDO 1º GRUPAMENTO DE ENGENHARIA";"JOAO PESSOA";"01/01/1900";"";"890,00"
"000102019";"10865720091201903";"Objeto: Fornecimento de serviços de fornecimento de energia elétrica, a fim de atender a Agência da Recita Federal do Brasil  em São João da Boa Vista - Exercício 2019.";"Inexigibilidade de Licitação";"Retificação";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170145";"DELEGACIA DA RFB EM LIMEIRA";"LIMEIRA";"28/01/2019";"";"34135,00"
"000022019";"23346000040201964";"Objeto: Aquisição de fonte de energia K-MEX modelo PP250ROF ou compatível para Gabinete Ultra Compacto K-MEX GM-9F8A, para atender as necessidades do setor de TI do IFSULDEMINAS - CAMPUS MUZAMBINHO.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26412";"Instituto Federal de Educação, Ciência e Tecn";"158303";"IFSULDEMINAS - CAMPUS MUZAMBINHO";"MUZAMBINHO";"01/01/1900";"";"1289,29"
"000092019";"23714000076201911";"Objeto: Compra e instalação de 01 (uma) veneziana na sala de máquinas dos elevadores do campus Sabará.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26409";"Instituto Federal de Educação, Ciência e Tecn";"158122";"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS";"BELO HORIZONTE";"01/01/1900";"";"700,00"
"000012019";"50622000065201924";"Objeto: Contratação de serviço de publicação de materiais de caráter oficial no Diário Oficial da União.";"Inexigibilidade de Licitação";"Publicado";"39000";"Ministério dos Transportes, Portos e Aviação ";"39252";"Departamento Nacional de Infraestrutura de Tr";"393014";"SUPERINTEND. REG. NO ESTADO DE RO-DNIT";"PORTO VELHO";"01/02/2019";"";"54978,56"
"000032019";"033/2019-98";"Objeto: Referente a contratação de confecção de camisas para atender as demandas do evento Domingo na Fundaj, promovido pela Fundação Joaquim Nabuco.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26292";"Fundação Joaquim Nabuco";"344002";"FUNDAçãO JOAQUIM NABUCO";"RECIFE";"01/01/1900";"";"1253,00"
"000152019";"15";"Objeto: Pregão Eletrônico -  Locação, montagem e instalação de conjunto modular habitacional termo acústico.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95420";"Estado de São Paulo";"926641";"SERVIÇO AUTONOMO DE ÁGUA E ESGOTO DE JACAREI";"Inválido";"01/01/1900";"31/01/2019";"0,00"
"000052019";"117798/2018";"Objeto: Pregão Eletrônico -  Registro de Preço para eventual e futura aquisição de instrumentais cirúrgicos, para atender as necessidades da Secretaria Estadual de Saúde do Maranhão";"Pregão - Registro de Preço";"Divulgado";"99900";"República Federativa do Brasil";"94120";"Estado do Maranhão";"425128";"SECRETARIA DE ESTADO DA SAÚDE/MA";"Inválido";"01/01/1900";"13/02/2019";"0,00"
"000072019";"23078450187201828";"Objeto: Aquisição da Fundação para apoiar a realização do projeto 'Educação e Realidade 2018-2020'.";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26244";"Universidade Federal do Rio Grande do Sul";"153114";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"PORTO ALEGRE";"14/01/2019";"";"100000,00"
